Organisation,SctrCluster,SubSctr,Cntry,Region,Province,Municipality,Barangay,PlaceName,Activity,MtrlsSrcPrvd,PrmryBnfcry,Status,ProvinceCODE,PCODE,MncpltyCODE,MncpltyCODE,BarangayCODE,N.PrmyBnfcrs,StartDate,EndDate
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,PANITAN,ENSENAGAN,No Data,NFI - kitchen sets,No Data,No Data,Planned,61900000,619,61910000,No Data,No Data,1325,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,PANITAN,TINCUPON,No Data,NFI - kitchen sets,No Data,No Data,Planned,61900000,619,61910000,No Data,No Data,1656,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,MA-AYON,TAPULANG,No Data,NFI - kitchen sets,No Data,No Data,Planned,61900000,619,61907000,No Data,No Data,1647,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,MA-AYON,CABUNGAHAN,No Data,NFI - kitchen sets,No Data,No Data,Planned,61900000,619,61907000,No Data,No Data,1647,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,MA-AYON,INDAYAGAN,No Data,NFI - kitchen sets,No Data,No Data,Planned,61900000,619,61907000,No Data,No Data,1592,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,BATAN,All target areas,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60404000,No Data,No Data,19320,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,ALTAVAS,All target areas,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60401000,No Data,No Data,16100,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,NEW WASHINGTON,All target areas,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60415000,No Data,No Data,4600,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,MADALAG,Napnot,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60410000,No Data,No Data,810,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,MADALAG,Alaminos,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60410000,No Data,No Data,865,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,MADALAG,Balactasan,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60410000,No Data,No Data,309,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,MADALAG,Ginatuan,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60410000,No Data,No Data,309,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,MADALAG,Tigbauan,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60410000,No Data,No Data,451,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,MALINAO,Cogon,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60413000,No Data,No Data,387,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,MALINAO,San Ramon,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60413000,No Data,No Data,658,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,MALINAO,San Dimas,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60413000,No Data,No Data,594,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,MALINAO,San Roque,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60413000,No Data,No Data,874,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,MALINAO,Navitas,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60413000,No Data,No Data,764,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,MALINAO,Kinalangay Viejo,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60413000,No Data,No Data,1344,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,MALINAO,Kinalangay Nuevo,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60413000,No Data,No Data,727,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,MALINAO,Tambuan,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60413000,No Data,No Data,1035,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,MALINAO,Dangcalan,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60413000,No Data,No Data,506,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,MALINAO,Bulabod,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60413000,No Data,No Data,1137,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,TANGALAN,Tamalgon,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60417000,No Data,No Data,957,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,TANGALAN,Pudiot,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60417000,No Data,No Data,1035,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,TANGALAN,Baybay,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60417000,No Data,No Data,861,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,TANGALAN,Dapdap,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60417000,No Data,No Data,479,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,TANGALAN,Dumatad,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60417000,No Data,No Data,267,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,TANGALAN,Afga,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60417000,No Data,No Data,856,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,TANGALAN,Tondog,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60417000,No Data,No Data,888,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,TANGALAN,Jawili,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60417000,No Data,No Data,810,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,TANGALAN,Tagas,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60417000,No Data,No Data,1426,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,TANGALAN,Panayakan,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60417000,No Data,No Data,1265,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,NAVAS,Solido,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60414000,No Data,No Data,838,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,NAVAS,Magallanes,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60414000,No Data,No Data,161,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,NAVAS,Matabana,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60414000,No Data,No Data,470,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,NAVAS,Buenafortuna,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60414000,No Data,No Data,520,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,NAVAS,Buenaswerte,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60414000,No Data,No Data,953,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,NAVAS,Nagustan,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60414000,No Data,No Data,948,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,NAVAS,Toledo,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60414000,No Data,No Data,424,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,NAVAS,Laserna,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60414000,No Data,No Data,479,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,NAVAS,Gibon,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60414000,No Data,No Data,690,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,NAVAS,Habana,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60414000,No Data,No Data,948,,
WVI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,NAVAS,Libertad,No Data,NFI - kitchen sets,No Data,No Data,Planned,60400000,604,60414000,No Data,No Data,847,,
PRAY,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,PANAY,No Data,No Data,No Data,No Data,No Data,Planned,61900000,619,61909000,No Data,No Data,5,,
ROFNI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,Batad,Bhonan,No Data,construction materials,No Data,home based (non-displaced),Planned,63000000,630,63009000,No Data,No Data,217,07.12.13,21.12.13
ROFNI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CONCEPCION,Tambaliza,No Data,construction materials,No Data,home based (non-displaced),Planned,63000000,630,63015000,No Data,No Data,217,07.12.13,21.12.13
Handicap International,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BATAD,ALAPASCO,No Data,tents,No Data,Home based,Planned,63000000,630,63009000,No Data,No Data,217,28.11.13,
Handicap International,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BATAD,BOLHOG,No Data,tents,No Data,Home based,Planned,63000000,630,63009000,No Data,No Data,414,28.11.13,
Handicap International,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BATAD,BULAK NORTE,No Data,tents,No Data,Home based,Planned,63000000,630,63009000,No Data,No Data,129,28.11.13,
Handicap International,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BATAD,BULAK SUR,No Data,tents,No Data,Home based,Planned,63000000,630,63009000,No Data,No Data,1127,28.11.13,
Handicap International,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BATAD,CALANGAG,No Data,tents,No Data,Home based,Planned,63000000,630,63009000,No Data,No Data,994,28.11.13,
Handicap International,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BATAD,NANGKA,No Data,tents,No Data,Home based,Planned,63000000,630,63009000,No Data,No Data,313,28.11.13,
Handicap International,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,DAO,No Data,No Data,cash,No Data,No Data,Planned,61900000,619,61902000,No Data,No Data,5,,
Handicap International,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,CUARTERO,No Data,No Data,cash,No Data,No Data,Planned,61900000,619,61901000,No Data,No Data,5,,
Handicap International,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,SIGMA,No Data,No Data,cash,No Data,No Data,Planned,61900000,619,61916000,No Data,No Data,5,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,ESTANCIA,Botongan: CAMP,No Data,tents,No Data,No Data,Ongoing,63000000,630,63019000,No Data,No Data,2300,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Asluman,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63014000,No Data,No Data,2521,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Langob/Granada,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63014000,No Data,No Data,2655,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Lantangan,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63014000,No Data,No Data,5060,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Gabi,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63014000,No Data,No Data,1771,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Lantangan,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63014000,No Data,No Data,92,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Binuluangan,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63014000,No Data,No Data,1564,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Pantalan,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63014000,No Data,No Data,2346,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Tabugun,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63014000,No Data,No Data,2383,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Bitoon,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63014000,No Data,No Data,1873,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Talingting,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63014000,No Data,No Data,1307,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Tinigban,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63014000,No Data,No Data,1215,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Manlot,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63014000,No Data,No Data,727,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Punta Batuanan,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63014000,No Data,No Data,1017,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Buenavista,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63014000,No Data,No Data,1919,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Alipata,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63014000,No Data,No Data,1546,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Buaya,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63014000,No Data,No Data,1813,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,San Fernando,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63014000,No Data,No Data,1969,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Isla De Cana,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63014000,No Data,No Data,401,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Barangcalan,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63014000,No Data,No Data,1210,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,ESTANCIA,Bayas,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63019000,No Data,No Data,3050,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,ESTANCIA,Longinot,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63019000,No Data,No Data,870,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,ESTANCIA,Manipulon,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63019000,No Data,No Data,424,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BATAD,Magalumbi,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63009000,No Data,No Data,194,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Naburot,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63038000,No Data,No Data,180,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CONCEPCION,Botlog,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63015000,No Data,No Data,451,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CONCEPCION,Tambaliza,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63015000,No Data,No Data,2935,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CONCEPCION,Macatunao,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63015000,No Data,No Data,2162,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CONCEPCION,Talutuan,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63015000,No Data,No Data,2788,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CONCEPCION,Salvacion,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63015000,No Data,No Data,723,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CONCEPCION,Malangabang,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63015000,No Data,No Data,3156,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CONCEPCION,Dungon,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63015000,No Data,No Data,575,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CONCEPCION,Maliog-liog,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63015000,No Data,No Data,580,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CONCEPCION,Polopina,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63015000,No Data,No Data,3699,,
MSF,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CONCEPCION,Igbon,No Data,tarpaulins - 2 per HH,No Data,No Data,Planned,63000000,630,63015000,No Data,No Data,2553,,
ROFNI,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BATAD,No Data,No Data,No Data,No Data,No Data,Ongoing,63000000,630,63009000,No Data,No Data,5,,
PRC,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,PILAR,Botongan: CAMP,No Data,tents,No Data,No Data,Ongoing,61900000,619,61911000,No Data,No Data,230,29.11.13,
PRC,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),0,0,No Data,No Data,cash,No Data,No Data,Ongoing,NA,0,No Data,No Data,No Data,5,,
PRC,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Guincicgan,No Data,tools and tarps,No Data,No Data,Ongoing,63000000,630,63014000,No Data,No Data,2825,27.11.13,
PRC,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Baraspos,No Data,tools and tarps,No Data,No Data,Ongoing,63000000,630,63014000,No Data,No Data,3082,27.11.13,
PRC,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Pancal,No Data,tools and tarps,No Data,No Data,Ongoing,63000000,630,63014000,No Data,No Data,5654,27.11.13,
PRC,Emergency Shelter,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,0,No Data,No Data,No Data,No Data,No Data,Ongoing,60400000,604,No Data,No Data,No Data,5,,
Handicap International,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,LAWAAN,No Data,No Data,tents,No Data,No Data,Ongoing,82600000,826,82612000,No Data,No Data,3611,30.11.13,07.12.13
WVI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (CAPITAL),Palanog 12,No Data,tarpaulins - 2 per HH,No Data,home based (non-displaced),Completed,83700000,837,83747000,No Data,No Data,3575,30.11.13,30.11.13
WVI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (CAPITAL),Palanog 37A,No Data,tarpaulins - 2 per HH,No Data,home based (non-displaced),Completed,83700000,837,83747000,No Data,No Data,1081,25.11.13,25.11.13
WVI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (CAPITAL),Old Kawayan,No Data,tarpaulins - 2 per HH,No Data,home based (non-displaced),Completed,83700000,837,83747000,No Data,No Data,502,25.11.13,25.11.13
WVI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (CAPITAL),New Kawayan,No Data,tarpaulins - 2 per HH,No Data,home based (non-displaced),Planned,83700000,837,83747000,No Data,No Data,585,1st week of december,1st week of december
WVI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,Mayorga,Bonifacio,No Data,tarpaulins - 2 per HH,No Data,home based (non-displaced),Planned,83700000,837,83735000,No Data,No Data,1275,2nd week of December,last week of December
WVI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,Mayorga,Burgos,No Data,tarpaulins - 2 per HH,No Data,home based (non-displaced),Planned,83700000,837,83735000,No Data,No Data,723,2nd week of December,last week of December
WVI,Emergency Shelter,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,Mayorga,Calipayan,No Data,tarpaulins - 2 per HH,No Data,home based (non-displaced),Planned,83700000,837,83735000,No Data,No Data,796,2nd week of December,last week of December
